eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename,csv_file
1,0,0,2,0,1,0,3,14,44,4,7,6,3,6,0,1,0,s5_02150.csv.png,s5_02150.csv
1,1,0,0,1,3,2,0,6,86,3,5,3,3,3,2,2,0,s5_02151.csv.png,s5_02151.csv
2,0,1,1,1,10,1,5,14,90,1,6,7,3,6,1,0,1,s5_02152.csv.png,s5_02152.csv
1,1,1,0,1,5,2,1,12,35,1,10,1,3,4,0,0,2,s5_02153.csv.png,s5_02153.csv
2,0,0,0,1,3,0,1,4,50,4,5,6,4,3,2,2,2,s5_02154.csv.png,s5_02154.csv
0,1,0,0,0,13,1,6,14,59,2,8,2,5,6,0,0,1,s5_02155.csv.png,s5_02155.csv
1,1,1,0,0,12,2,1,14,66,1,10,3,3,3,0,1,0,s5_02156.csv.png,s5_02156.csv
2,1,1,0,1,3,2,6,2,27,4,8,6,4,2,1,0,0,s5_02157.csv.png,s5_02157.csv
0,1,0,2,0,0,2,3,14,81,4,6,9,5,5,1,2,0,s5_02158.csv.png,s5_02158.csv
2,0,0,1,0,1,3,1,11,65,2,4,5,4,4,2,1,2,s5_02159.csv.png,s5_02159.csv
0,0,0,2,1,2,2,3,8,21,0,4,6,5,4,0,2,2,s5_02160.csv.png,s5_02160.csv
0,1,0,0,1,13,3,0,10,55,1,6,9,5,2,2,2,0,s5_02161.csv.png,s5_02161.csv
0,0,0,2,0,1,0,1,11,16,4,9,9,5,0,2,0,1,s5_02162.csv.png,s5_02162.csv
1,0,1,2,1,5,1,4,12,99,4,9,4,4,2,0,1,0,s5_02163.csv.png,s5_02163.csv
2,1,0,2,1,1,0,1,6,13,4,7,5,4,6,0,2,2,s5_02164.csv.png,s5_02164.csv
0,1,1,1,1,8,2,1,14,37,0,7,6,4,1,2,0,1,s5_02165.csv.png,s5_02165.csv
1,1,1,0,0,1,0,0,14,92,2,9,0,4,6,1,2,0,s5_02166.csv.png,s5_02166.csv
2,1,0,1,0,11,2,3,14,0,3,10,4,4,4,1,0,0,s5_02167.csv.png,s5_02167.csv
2,0,1,1,1,11,1,1,11,34,1,6,0,3,4,1,2,2,s5_02168.csv.png,s5_02168.csv
1,0,1,1,0,6,3,2,14,94,1,6,9,4,4,2,1,0,s5_02169.csv.png,s5_02169.csv
2,0,1,2,1,5,2,5,7,59,3,10,1,3,3,2,1,1,s5_02170.csv.png,s5_02170.csv
2,0,1,1,0,11,2,4,9,7,3,4,0,5,5,2,0,0,s5_02171.csv.png,s5_02171.csv
1,0,1,0,1,4,2,6,14,54,1,5,3,3,2,0,1,0,s5_02172.csv.png,s5_02172.csv
1,0,1,1,1,12,3,0,11,95,3,6,3,5,0,2,0,2,s5_02173.csv.png,s5_02173.csv
1,1,0,2,0,4,2,5,14,43,3,8,3,5,4,1,1,0,s5_02174.csv.png,s5_02174.csv
1,0,0,1,1,10,2,6,11,44,0,8,7,4,3,1,0,2,s5_02175.csv.png,s5_02175.csv
0,1,1,2,0,13,1,0,14,51,1,10,9,5,5,0,1,0,s5_02176.csv.png,s5_02176.csv
2,1,0,2,1,10,1,5,3,88,0,10,4,3,1,2,2,1,s5_02177.csv.png,s5_02177.csv
2,0,0,0,1,11,2,5,14,69,4,5,1,4,3,0,2,0,s5_02178.csv.png,s5_02178.csv
0,1,1,1,0,5,1,0,0,5,2,7,0,4,2,1,0,1,s5_02179.csv.png,s5_02179.csv
0,1,0,2,0,4,2,4,14,54,3,8,7,3,1,0,0,2,s5_02180.csv.png,s5_02180.csv
2,1,1,1,0,6,2,2,4,29,1,4,3,4,0,1,0,2,s5_02181.csv.png,s5_02181.csv
0,1,1,2,1,13,1,3,14,104,1,4,2,5,0,1,1,1,s5_02182.csv.png,s5_02182.csv
1,1,1,1,1,6,3,6,14,52,0,4,3,3,4,0,2,1,s5_02183.csv.png,s5_02183.csv
1,0,0,2,1,6,3,2,9,75,3,8,0,4,6,2,2,1,s5_02184.csv.png,s5_02184.csv
1,1,1,2,1,8,0,0,9,33,2,4,3,4,0,0,1,2,s5_02185.csv.png,s5_02185.csv
1,0,1,2,1,7,3,2,14,43,4,9,1,3,5,2,1,0,s5_02186.csv.png,s5_02186.csv
1,1,0,1,0,1,1,2,14,15,0,9,3,5,5,2,2,1,s5_02187.csv.png,s5_02187.csv
1,1,0,1,0,8,3,4,6,97,2,8,2,5,2,0,1,0,s5_02188.csv.png,s5_02188.csv
2,0,1,1,1,4,2,5,1,19,4,4,2,3,5,1,2,1,s5_02189.csv.png,s5_02189.csv
2,1,1,0,0,8,1,2,14,19,3,4,0,3,0,1,2,0,s5_02190.csv.png,s5_02190.csv
2,0,1,1,1,10,1,0,14,71,1,4,2,3,0,2,1,2,s5_02191.csv.png,s5_02191.csv
1,0,1,0,1,0,1,3,6,77,1,6,2,5,1,0,0,1,s5_02192.csv.png,s5_02192.csv
1,1,1,2,1,5,0,4,0,101,3,4,5,4,5,1,0,2,s5_02193.csv.png,s5_02193.csv
1,1,0,0,0,9,3,2,11,8,4,6,1,3,4,1,2,2,s5_02194.csv.png,s5_02194.csv
1,1,0,2,0,1,3,5,10,71,3,9,1,4,3,1,2,1,s5_02195.csv.png,s5_02195.csv
0,1,0,1,1,5,2,2,4,47,4,9,6,3,2,1,0,0,s5_02196.csv.png,s5_02196.csv
2,0,0,0,0,1,1,1,14,27,2,8,9,3,3,1,0,1,s5_02197.csv.png,s5_02197.csv
0,0,0,0,1,2,2,4,10,8,2,10,2,5,2,2,0,2,s5_02198.csv.png,s5_02198.csv
0,0,0,1,1,7,2,4,13,97,4,7,0,3,1,1,1,0,s5_02199.csv.png,s5_02199.csv
1,1,1,1,0,6,0,4,6,80,0,9,8,3,6,2,0,0,s5_02200.csv.png,s5_02200.csv
1,0,0,0,0,0,2,5,14,99,0,9,7,3,6,2,0,2,s5_02201.csv.png,s5_02201.csv
1,1,1,2,0,8,0,4,14,54,1,8,5,5,6,0,1,2,s5_02202.csv.png,s5_02202.csv
0,1,1,0,1,2,2,3,6,81,2,7,8,5,6,1,0,0,s5_02203.csv.png,s5_02203.csv
0,0,0,1,1,9,2,6,5,11,4,8,5,4,2,1,0,0,s5_02204.csv.png,s5_02204.csv
0,1,1,0,0,10,3,5,14,1,2,10,1,4,6,0,0,1,s5_02205.csv.png,s5_02205.csv
2,1,0,0,0,12,2,2,12,2,4,5,8,4,2,1,1,2,s5_02206.csv.png,s5_02206.csv
1,1,0,2,1,8,0,4,14,62,2,7,6,5,0,1,0,2,s5_02207.csv.png,s5_02207.csv
2,1,0,2,0,2,2,4,14,51,2,4,4,3,4,1,0,2,s5_02208.csv.png,s5_02208.csv
2,1,0,1,1,10,2,1,14,0,3,8,2,3,2,0,0,1,s5_02209.csv.png,s5_02209.csv
2,0,1,1,1,13,2,0,6,19,3,9,4,4,0,0,2,2,s5_02210.csv.png,s5_02210.csv
2,0,1,0,1,2,1,3,11,102,4,6,6,4,2,2,1,0,s5_02211.csv.png,s5_02211.csv
0,1,1,2,0,4,2,0,14,96,3,7,1,3,3,2,0,2,s5_02212.csv.png,s5_02212.csv
0,0,0,2,1,6,3,6,14,39,4,7,5,3,3,2,0,2,s5_02213.csv.png,s5_02213.csv
0,1,1,2,1,10,0,4,1,84,0,5,6,3,1,2,0,0,s5_02214.csv.png,s5_02214.csv
2,0,0,2,1,7,0,3,4,28,4,5,7,3,4,1,1,0,s5_02215.csv.png,s5_02215.csv
2,0,0,0,0,7,1,3,4,23,4,10,2,5,3,0,0,1,s5_02216.csv.png,s5_02216.csv
1,1,0,0,1,0,3,0,4,61,4,4,3,3,4,1,2,2,s5_02217.csv.png,s5_02217.csv
0,0,0,2,1,13,2,1,14,37,4,5,8,5,1,2,1,2,s5_02218.csv.png,s5_02218.csv
1,1,0,2,0,3,0,6,0,24,4,8,9,5,4,0,1,0,s5_02219.csv.png,s5_02219.csv
0,1,1,2,0,12,0,0,14,70,1,5,6,4,3,1,2,0,s5_02220.csv.png,s5_02220.csv
0,0,1,1,0,4,0,3,12,49,4,8,5,4,0,1,0,1,s5_02221.csv.png,s5_02221.csv
0,0,0,1,1,13,1,6,7,5,4,8,5,3,0,2,0,0,s5_02222.csv.png,s5_02222.csv
0,0,0,0,0,13,0,4,6,43,3,7,5,3,3,2,2,0,s5_02223.csv.png,s5_02223.csv
0,0,1,1,1,6,3,5,8,63,0,8,4,5,0,0,1,1,s5_02224.csv.png,s5_02224.csv
1,1,0,2,1,2,0,0,14,110,0,6,8,5,2,2,2,2,s5_02225.csv.png,s5_02225.csv
0,1,1,1,1,9,1,3,0,58,4,10,3,4,4,1,2,1,s5_02226.csv.png,s5_02226.csv
0,1,1,0,0,2,3,6,14,37,1,9,4,4,5,2,0,0,s5_02227.csv.png,s5_02227.csv
0,1,0,2,1,13,0,3,9,9,4,7,8,4,4,1,2,1,s5_02228.csv.png,s5_02228.csv
2,0,1,2,1,13,0,0,9,90,4,9,2,3,1,0,2,1,s5_02229.csv.png,s5_02229.csv
1,1,0,0,0,1,2,3,1,109,0,9,8,5,1,0,0,1,s5_02230.csv.png,s5_02230.csv
1,0,1,0,0,11,2,2,14,66,0,6,2,4,6,2,0,0,s5_02231.csv.png,s5_02231.csv
1,1,1,1,1,9,0,4,14,28,2,7,2,5,2,2,2,1,s5_02232.csv.png,s5_02232.csv
1,0,0,2,1,3,2,1,9,80,1,5,5,3,4,0,1,1,s5_02233.csv.png,s5_02233.csv
0,1,1,2,0,11,0,1,0,30,2,6,6,4,3,2,0,0,s5_02234.csv.png,s5_02234.csv
0,0,0,0,1,9,3,0,14,42,3,4,6,4,6,1,1,2,s5_02235.csv.png,s5_02235.csv
2,1,1,2,1,2,0,1,14,35,4,8,0,3,1,1,2,0,s5_02236.csv.png,s5_02236.csv
1,0,0,2,0,4,1,0,9,37,2,8,1,4,1,0,0,1,s5_02237.csv.png,s5_02237.csv
0,1,1,2,1,1,1,4,14,45,1,5,4,5,5,1,1,1,s5_02238.csv.png,s5_02238.csv
2,0,1,2,0,6,2,3,14,56,1,7,1,3,5,1,2,1,s5_02239.csv.png,s5_02239.csv
2,0,1,2,1,3,3,4,2,77,0,10,4,5,0,2,0,1,s5_02240.csv.png,s5_02240.csv
2,1,0,1,0,8,1,2,14,107,0,5,4,3,1,1,2,1,s5_02241.csv.png,s5_02241.csv
1,0,0,2,1,5,3,0,14,34,0,4,5,5,1,0,2,0,s5_02242.csv.png,s5_02242.csv
0,1,1,0,1,10,2,5,14,71,4,9,8,4,3,2,1,0,s5_02243.csv.png,s5_02243.csv
2,1,0,1,1,13,1,6,13,8,2,9,9,4,6,2,0,2,s5_02244.csv.png,s5_02244.csv
0,1,1,2,1,13,0,3,4,15,0,10,2,5,4,0,2,2,s5_02245.csv.png,s5_02245.csv
2,1,0,2,0,0,2,3,14,46,2,7,0,3,5,0,0,0,s5_02246.csv.png,s5_02246.csv
0,1,0,1,0,8,1,3,5,19,1,10,8,3,0,2,1,2,s5_02247.csv.png,s5_02247.csv
1,0,1,1,0,10,0,6,14,22,3,9,7,4,4,2,2,0,s5_02248.csv.png,s5_02248.csv
1,0,0,1,1,6,0,1,2,93,2,5,6,4,6,1,1,1,s5_02249.csv.png,s5_02249.csv
1,1,1,0,0,3,3,3,10,107,1,8,8,5,0,0,0,0,s5_02250.csv.png,s5_02250.csv
2,0,1,2,0,9,2,1,9,66,2,7,0,4,3,0,0,1,s5_02251.csv.png,s5_02251.csv
0,1,0,0,1,0,0,0,8,104,1,4,5,4,4,2,0,2,s5_02252.csv.png,s5_02252.csv
1,1,0,0,1,2,1,5,14,14,2,6,4,3,0,2,1,1,s5_02253.csv.png,s5_02253.csv
1,0,1,0,0,3,0,6,10,22,2,5,8,5,6,1,0,2,s5_02254.csv.png,s5_02254.csv
1,0,1,1,1,3,0,3,1,85,2,5,4,3,1,1,1,2,s5_02255.csv.png,s5_02255.csv
2,1,0,0,0,0,1,1,4,1,1,10,9,5,5,1,1,2,s5_02256.csv.png,s5_02256.csv
2,1,1,1,0,11,0,0,14,67,0,6,2,5,4,2,0,0,s5_02257.csv.png,s5_02257.csv
2,0,0,1,1,12,0,5,13,28,2,9,7,3,1,1,0,2,s5_02258.csv.png,s5_02258.csv
0,1,1,0,0,13,1,6,14,106,0,5,5,3,1,0,0,2,s5_02259.csv.png,s5_02259.csv
1,1,1,0,1,11,2,0,14,6,3,10,9,3,3,1,1,2,s5_02260.csv.png,s5_02260.csv
2,1,1,2,0,4,3,3,8,104,2,8,1,4,1,1,0,0,s5_02261.csv.png,s5_02261.csv
0,0,1,0,1,12,2,2,3,49,0,5,6,3,0,2,0,2,s5_02262.csv.png,s5_02262.csv
0,1,1,0,1,2,3,3,14,56,2,9,0,5,2,1,2,1,s5_02263.csv.png,s5_02263.csv
2,0,1,2,1,7,0,4,8,69,3,8,5,3,4,0,1,0,s5_02264.csv.png,s5_02264.csv
1,0,1,0,1,1,0,3,14,18,3,7,3,5,1,2,2,2,s5_02265.csv.png,s5_02265.csv
1,0,1,2,0,13,0,1,14,28,0,8,2,4,6,0,0,1,s5_02266.csv.png,s5_02266.csv
0,0,1,1,0,13,1,3,6,62,3,10,6,4,5,2,0,1,s5_02267.csv.png,s5_02267.csv
2,1,1,0,1,7,0,2,14,83,0,5,9,4,0,1,0,1,s5_02268.csv.png,s5_02268.csv
2,0,1,1,1,7,3,1,5,13,2,5,6,3,5,0,1,0,s5_02269.csv.png,s5_02269.csv
0,1,1,1,0,7,1,1,5,109,4,5,8,4,4,1,0,1,s5_02270.csv.png,s5_02270.csv
0,0,1,1,1,6,2,1,7,36,3,5,6,4,5,2,2,0,s5_02271.csv.png,s5_02271.csv
1,0,1,1,0,4,2,2,14,26,2,6,9,4,0,0,1,2,s5_02272.csv.png,s5_02272.csv
2,0,0,1,1,5,3,1,14,3,3,10,0,4,3,1,2,2,s5_02273.csv.png,s5_02273.csv
2,0,1,2,0,9,2,0,2,107,3,4,8,3,5,2,0,0,s5_02274.csv.png,s5_02274.csv
2,1,0,0,0,10,2,5,14,37,1,10,6,4,3,1,0,0,s5_02275.csv.png,s5_02275.csv
1,0,0,1,1,9,3,6,11,60,3,5,8,4,2,2,1,1,s5_02276.csv.png,s5_02276.csv
0,1,1,0,0,12,2,6,6,87,3,9,2,3,0,2,0,1,s5_02277.csv.png,s5_02277.csv
0,1,0,0,0,7,3,1,8,65,0,7,3,3,1,0,1,2,s5_02278.csv.png,s5_02278.csv
2,1,0,0,1,2,2,1,5,63,0,7,6,5,5,1,0,2,s5_02279.csv.png,s5_02279.csv
2,0,0,0,1,10,3,6,12,35,4,5,4,4,4,0,2,0,s5_02280.csv.png,s5_02280.csv
1,0,0,2,0,9,3,4,0,109,3,8,6,3,6,2,2,1,s5_02281.csv.png,s5_02281.csv
0,1,0,2,0,12,3,2,7,35,0,4,1,3,0,0,2,0,s5_02282.csv.png,s5_02282.csv
2,1,1,0,1,1,3,1,14,60,2,5,4,3,5,1,1,0,s5_02283.csv.png,s5_02283.csv
1,0,0,2,1,9,3,2,6,48,3,7,0,3,2,0,2,0,s5_02284.csv.png,s5_02284.csv
0,0,1,0,0,9,0,0,5,58,0,8,7,3,4,2,2,2,s5_02285.csv.png,s5_02285.csv
2,0,1,1,0,5,0,4,1,48,0,5,8,5,5,2,0,1,s5_02286.csv.png,s5_02286.csv
2,0,1,2,1,8,2,1,14,37,4,6,3,5,1,0,1,2,s5_02287.csv.png,s5_02287.csv
2,1,0,1,0,2,3,5,12,95,3,4,2,4,1,2,1,0,s5_02288.csv.png,s5_02288.csv
2,0,0,0,0,2,2,5,5,8,4,6,9,3,2,2,2,0,s5_02289.csv.png,s5_02289.csv
2,1,1,0,1,4,1,0,14,48,0,5,7,3,1,0,2,0,s5_02290.csv.png,s5_02290.csv
0,1,1,0,0,8,0,5,1,15,3,10,9,4,1,0,0,0,s5_02291.csv.png,s5_02291.csv
1,1,1,1,0,3,2,3,14,24,3,10,6,4,4,1,2,0,s5_02292.csv.png,s5_02292.csv
1,0,1,1,1,3,3,1,2,48,4,4,5,5,0,2,2,0,s5_02293.csv.png,s5_02293.csv
2,1,1,0,1,10,3,2,1,81,0,10,5,3,5,0,1,1,s5_02294.csv.png,s5_02294.csv
2,0,0,2,1,10,0,2,14,75,4,4,1,5,5,0,1,2,s5_02295.csv.png,s5_02295.csv
1,1,1,2,1,9,1,6,14,34,4,4,4,5,3,2,1,2,s5_02296.csv.png,s5_02296.csv
1,0,0,2,0,7,2,6,0,25,2,6,5,5,5,1,1,1,s5_02297.csv.png,s5_02297.csv
2,1,1,2,1,3,2,2,14,100,4,5,1,4,5,1,0,0,s5_02298.csv.png,s5_02298.csv
0,1,1,0,0,6,2,2,14,44,0,6,0,3,1,1,2,1,s5_02299.csv.png,s5_02299.csv
2,1,0,1,0,1,2,0,2,78,3,5,2,5,1,1,1,0,s5_02300.csv.png,s5_02300.csv
0,0,1,2,1,5,3,2,14,94,1,4,0,3,5,0,1,2,s5_02301.csv.png,s5_02301.csv
0,1,1,1,0,8,0,3,14,78,3,9,0,5,1,2,0,0,s5_02302.csv.png,s5_02302.csv
1,0,1,1,0,10,3,2,14,62,4,7,4,3,2,1,1,0,s5_02303.csv.png,s5_02303.csv
1,0,0,0,0,7,2,3,14,107,3,6,7,3,0,0,0,1,s5_02304.csv.png,s5_02304.csv
0,0,1,0,0,10,0,5,4,7,3,6,4,4,4,2,1,1,s5_02305.csv.png,s5_02305.csv
0,0,1,2,1,11,3,0,3,3,4,5,4,3,6,0,0,0,s5_02306.csv.png,s5_02306.csv
1,0,0,2,0,3,1,4,4,6,3,6,7,3,4,0,0,2,s5_02307.csv.png,s5_02307.csv
1,1,1,0,1,11,0,5,6,25,2,4,6,5,0,1,0,0,s5_02308.csv.png,s5_02308.csv
1,1,1,1,1,11,3,6,1,19,0,5,6,5,5,1,2,1,s5_02309.csv.png,s5_02309.csv
2,1,0,2,1,0,3,4,3,88,2,7,2,4,5,1,2,1,s5_02310.csv.png,s5_02310.csv
0,0,1,1,1,8,3,2,13,64,3,4,8,3,0,0,0,0,s5_02311.csv.png,s5_02311.csv
1,1,0,1,0,5,2,0,0,12,2,7,1,4,3,1,1,0,s5_02312.csv.png,s5_02312.csv
0,1,0,1,1,4,0,0,14,57,0,7,6,5,4,1,1,2,s5_02313.csv.png,s5_02313.csv
0,1,1,1,1,2,2,6,9,93,3,7,0,3,2,0,2,1,s5_02314.csv.png,s5_02314.csv
2,0,0,2,1,6,2,4,14,59,1,6,2,4,4,2,1,2,s5_02315.csv.png,s5_02315.csv
1,0,0,0,1,7,2,1,14,26,1,8,9,5,0,2,2,0,s5_02316.csv.png,s5_02316.csv
0,1,1,0,1,13,0,4,14,81,0,6,6,5,6,1,0,0,s5_02317.csv.png,s5_02317.csv
0,1,0,1,0,7,2,1,14,79,0,7,0,4,0,2,0,1,s5_02318.csv.png,s5_02318.csv
1,1,0,1,0,0,1,2,6,41,4,5,7,5,6,2,1,2,s5_02319.csv.png,s5_02319.csv
1,0,1,0,0,4,2,2,11,85,4,9,7,3,6,0,0,2,s5_02320.csv.png,s5_02320.csv
2,1,0,2,0,2,0,6,14,12,4,5,2,3,5,2,1,1,s5_02321.csv.png,s5_02321.csv
2,0,0,1,0,7,1,4,4,48,4,5,7,5,0,1,1,2,s5_02322.csv.png,s5_02322.csv
1,0,1,0,0,0,3,3,10,2,0,7,8,5,1,0,1,2,s5_02323.csv.png,s5_02323.csv
1,0,0,0,0,13,0,3,11,29,4,9,2,4,5,1,2,1,s5_02324.csv.png,s5_02324.csv
2,1,0,1,0,9,0,0,14,41,0,7,1,5,0,2,2,0,s5_02325.csv.png,s5_02325.csv
0,0,1,1,0,11,3,3,11,62,1,10,0,4,1,2,2,1,s5_02326.csv.png,s5_02326.csv
0,0,1,0,1,1,3,0,14,94,3,10,0,4,4,2,1,1,s5_02327.csv.png,s5_02327.csv
1,1,0,0,0,12,1,5,14,49,3,5,6,3,4,1,2,2,s5_02328.csv.png,s5_02328.csv
2,0,0,1,1,3,1,2,1,0,3,10,6,4,5,0,2,2,s5_02329.csv.png,s5_02329.csv
2,1,0,0,1,3,1,3,11,36,0,10,6,5,6,2,2,1,s5_02330.csv.png,s5_02330.csv
2,1,1,2,0,11,0,3,14,54,3,4,5,3,4,2,1,0,s5_02331.csv.png,s5_02331.csv
0,1,0,0,0,2,3,1,7,97,4,4,6,4,0,2,2,0,s5_02332.csv.png,s5_02332.csv
2,1,0,2,0,3,3,2,14,74,4,5,7,5,3,1,0,1,s5_02333.csv.png,s5_02333.csv
2,1,0,1,0,5,0,0,14,59,3,4,6,5,3,0,0,1,s5_02334.csv.png,s5_02334.csv
2,0,0,1,0,2,2,4,12,11,3,8,3,4,6,1,0,0,s5_02335.csv.png,s5_02335.csv
1,0,0,2,1,2,2,4,3,94,0,7,8,4,5,1,2,2,s5_02336.csv.png,s5_02336.csv
0,1,0,0,1,7,0,1,14,96,1,7,3,4,2,0,2,2,s5_02337.csv.png,s5_02337.csv
1,0,0,2,1,8,0,5,14,81,1,5,0,4,2,2,0,1,s5_02338.csv.png,s5_02338.csv
1,1,1,2,0,4,2,2,5,43,4,8,9,3,0,1,2,2,s5_02339.csv.png,s5_02339.csv
1,1,1,2,0,4,1,6,14,33,0,7,4,5,0,2,1,2,s5_02340.csv.png,s5_02340.csv
1,1,0,0,0,7,1,6,9,3,1,4,5,4,3,1,1,0,s5_02341.csv.png,s5_02341.csv
1,0,1,0,1,0,3,6,13,64,2,10,5,4,6,1,1,1,s5_02342.csv.png,s5_02342.csv
0,1,0,1,0,4,0,6,8,53,0,8,3,5,3,2,0,0,s5_02343.csv.png,s5_02343.csv
0,1,1,0,0,0,2,0,13,65,1,6,6,5,5,2,0,1,s5_02344.csv.png,s5_02344.csv
1,1,0,1,0,12,2,4,5,102,4,7,1,4,6,2,1,2,s5_02345.csv.png,s5_02345.csv
0,1,1,1,1,8,3,2,9,52,1,10,8,4,1,0,2,1,s5_02346.csv.png,s5_02346.csv
0,0,0,0,0,7,2,1,14,4,1,9,7,5,2,1,0,1,s5_02347.csv.png,s5_02347.csv
2,0,0,2,0,11,1,6,14,28,1,8,6,3,0,1,2,1,s5_02348.csv.png,s5_02348.csv
0,1,1,1,0,6,2,2,14,99,0,6,8,3,3,0,0,1,s5_02349.csv.png,s5_02349.csv
2,0,1,0,1,11,1,2,0,101,0,6,8,4,3,0,1,1,s5_02350.csv.png,s5_02350.csv
1,1,1,2,0,4,3,4,14,16,1,9,5,3,6,2,1,1,s5_02351.csv.png,s5_02351.csv
0,0,1,1,1,0,3,1,2,90,1,8,6,4,4,0,2,0,s5_02352.csv.png,s5_02352.csv
1,0,1,2,1,3,0,1,6,6,2,4,8,4,5,2,2,0,s5_02353.csv.png,s5_02353.csv
0,1,0,1,1,2,0,0,14,81,3,7,7,4,5,1,1,2,s5_02354.csv.png,s5_02354.csv
1,1,0,2,0,7,2,1,14,29,3,7,4,3,0,0,0,2,s5_02355.csv.png,s5_02355.csv
0,1,0,2,1,13,1,0,14,49,0,9,3,5,0,2,0,0,s5_02356.csv.png,s5_02356.csv
2,0,1,1,1,2,2,6,1,44,0,7,7,3,3,1,0,2,s5_02357.csv.png,s5_02357.csv
1,1,1,0,1,9,2,0,1,36,3,9,6,4,3,2,2,2,s5_02358.csv.png,s5_02358.csv
2,0,0,2,0,4,3,4,7,82,1,9,0,3,1,1,1,2,s5_02359.csv.png,s5_02359.csv
1,1,1,0,1,1,2,6,11,13,3,8,4,3,4,1,1,0,s5_02360.csv.png,s5_02360.csv
0,1,0,1,0,13,3,0,10,74,1,7,6,5,1,1,2,0,s5_02361.csv.png,s5_02361.csv
1,0,1,1,0,7,2,3,14,68,3,8,1,5,3,1,1,2,s5_02362.csv.png,s5_02362.csv
2,1,1,1,1,8,1,4,14,88,2,9,3,5,4,1,2,1,s5_02363.csv.png,s5_02363.csv
0,1,1,0,0,7,0,1,14,100,2,5,7,3,5,2,1,0,s5_02364.csv.png,s5_02364.csv
2,1,0,1,1,12,1,2,14,17,0,9,3,3,6,1,0,0,s5_02365.csv.png,s5_02365.csv
2,0,0,1,0,11,2,6,14,83,1,9,6,5,0,0,0,1,s5_02366.csv.png,s5_02366.csv
2,0,0,2,1,5,2,4,14,92,3,6,1,5,6,0,1,0,s5_02367.csv.png,s5_02367.csv
2,1,1,1,1,2,2,6,14,77,2,5,0,5,0,1,0,2,s5_02368.csv.png,s5_02368.csv
1,0,1,0,1,1,1,4,10,5,4,7,4,5,5,1,0,0,s5_02369.csv.png,s5_02369.csv
0,1,1,0,1,9,1,1,14,6,1,4,9,5,4,1,0,0,s5_02370.csv.png,s5_02370.csv
1,0,0,0,0,5,3,1,5,42,3,5,7,4,2,0,2,0,s5_02371.csv.png,s5_02371.csv
2,0,1,1,0,5,1,2,10,57,4,5,2,5,4,1,2,2,s5_02372.csv.png,s5_02372.csv
0,0,0,1,0,3,2,2,14,65,2,9,8,5,2,2,1,2,s5_02373.csv.png,s5_02373.csv
0,0,0,1,1,6,2,4,14,19,1,6,2,5,6,1,2,2,s5_02374.csv.png,s5_02374.csv
2,0,1,0,0,0,0,5,11,76,4,8,8,3,2,1,2,2,s5_02375.csv.png,s5_02375.csv
0,1,1,1,0,1,3,5,14,95,4,9,0,3,2,1,0,0,s5_02376.csv.png,s5_02376.csv
2,0,1,0,0,11,1,2,14,55,4,4,9,5,2,1,2,1,s5_02377.csv.png,s5_02377.csv
1,0,0,0,0,1,0,6,2,87,4,9,6,4,3,2,1,1,s5_02378.csv.png,s5_02378.csv
1,1,0,1,0,12,0,0,14,10,2,9,5,3,1,1,1,1,s5_02379.csv.png,s5_02379.csv
0,1,0,0,1,5,0,5,1,86,3,7,3,5,2,1,1,1,s5_02380.csv.png,s5_02380.csv
1,1,1,2,1,0,0,1,2,91,4,8,9,3,0,2,1,1,s5_02381.csv.png,s5_02381.csv
1,1,0,1,0,3,3,3,2,11,4,6,0,3,0,2,0,0,s5_02382.csv.png,s5_02382.csv
0,1,1,2,0,9,3,6,9,48,1,10,3,3,0,1,2,1,s5_02383.csv.png,s5_02383.csv
1,0,0,0,1,10,2,1,14,25,0,5,1,3,5,2,2,0,s5_02384.csv.png,s5_02384.csv
2,0,0,2,0,6,3,4,7,76,3,10,5,5,2,2,0,0,s5_02385.csv.png,s5_02385.csv
1,1,0,0,0,5,1,5,8,89,2,4,8,4,1,1,1,1,s5_02386.csv.png,s5_02386.csv
1,1,0,1,0,12,2,2,14,71,2,10,8,3,2,0,0,2,s5_02387.csv.png,s5_02387.csv
0,1,0,0,0,11,3,6,8,37,2,8,8,3,6,1,2,0,s5_02388.csv.png,s5_02388.csv
0,0,1,1,1,8,2,1,12,106,1,10,0,3,6,1,2,2,s5_02389.csv.png,s5_02389.csv
1,1,1,1,0,11,3,1,14,101,0,9,0,5,4,2,0,2,s5_02390.csv.png,s5_02390.csv
1,1,0,1,0,2,3,3,14,74,0,5,4,3,1,2,1,1,s5_02391.csv.png,s5_02391.csv
2,0,0,1,1,5,1,1,14,57,1,7,5,4,6,0,0,0,s5_02392.csv.png,s5_02392.csv
0,1,1,0,0,8,1,5,14,61,3,8,5,4,0,0,1,2,s5_02393.csv.png,s5_02393.csv
0,0,0,1,0,13,3,1,0,76,0,9,5,4,4,0,1,2,s5_02394.csv.png,s5_02394.csv
2,1,0,0,1,4,0,1,7,57,0,6,3,3,6,0,2,2,s5_02395.csv.png,s5_02395.csv
2,1,0,1,1,1,1,6,14,17,0,9,4,4,2,1,2,1,s5_02396.csv.png,s5_02396.csv
